Code;Libellé;Nb de pers. âgées de 65 ans ou + 2020;Taux d'emploi des femmes de 25-54 ans 2020;Taux d'emploi des hommes de 25-54 ans 2020;Part des pers., dont le diplôme le plus élevé est le bepc ou le brevet, dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+2 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+3  ou BAC+4 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2020;Part des locataires HLM dans les rés. principales 2020;Part des pers. âgées de 25 à 64 ans 2020;Part des pers. âgées de 65 ans ou + 2020;Créations d'entreprises (en nombre) 2022
57610;Saint-François-Lacroix;31;80.3;93.9;7.1;11.4;8.1;6.2;0;55.4;9.9;0
57611;Saint-Georges;47;84.8;94.6;5.7;11.5;2.5;3.2;0;51.3;24.1;1
57612;Saint-Hubert;39;82.1;90.9;3.9;16.2;8.7;13.1;0;55.7;16.3;1
57613;Saint-Jean-de-Bassel;158;78.6;98.1;7.7;8.4;7.2;3.1;0;35.8;45.9;0
57614;Saint-Jean-Kourtzerode;32;84.8;71.5;8.7;20;10.3;4.8;0;57.5;4.6;2
57615;Saint-Jean-Rohrbach;190;67;82.9;3.9;9.8;7.6;2.8;0;52.7;19.6;12
57616;Saint-Julien-lès-Metz;875;84;87.7;3.5;14.6;13.9;16.9;9.8;51.5;25.3;56
57617;Saint-Jure;41;92.4;98.4;2.9;10.7;6;6.9;2.8;54.9;14.3;2
57618;Saint-Louis;128;88.2;93.8;5.3;9.5;7.1;4.1;0.4;55;19.9;5
57619;Saint-Louis-lès-Bitche;129;70.5;88.7;5.2;8.5;4.9;2.3;0.9;50.8;27.6;9
57620;Sainte-Marie-aux-Chênes;819;79.4;88.2;3.8;11.6;7.7;4.5;8.3;52.2;18.4;36
57621;Saint-Médard;22;72;83.3;4.8;9.6;2.4;6;0;52.3;20.2;1
57622;Saint-Privat-la-Montagne;329;85.2;91.8;4;13.9;9.8;8.6;11.1;50.7;17.3;25
57623;Saint-Quirin;247;81.8;87;4.4;7.5;7.2;3.2;2;43.4;35;5
57624;Sainte-Ruffine;147;83.1;87;4.4;15.3;16.8;20.1;0;56.6;25.8;8
57625;Salonnes;25;71.7;78.4;6.1;4.6;7.6;3.8;0;48.4;14.1;5
57626;Sanry-lès-Vigy;109;91;92.1;3.3;16.4;9;9.2;0;48.2;20.8;6
57627;Sanry-sur-Nied;62;91.8;91.8;4.1;19.2;11.1;5.8;0;58.7;17.3;5
57628;Sarralbe;939;66.7;84;5.6;10.1;5.5;4.2;0.9;51;21.1;42
57629;Sarraltroff;166;80.5;90.4;6.8;9.1;7.8;3.7;0;52.1;21.3;6
57630;Sarrebourg;2592;67.4;66.7;6.2;9.1;6.9;6.2;9.2;49.6;21.1;141
57631;Sarreguemines;4442;68.1;75.9;4.4;7.9;8.1;7.1;16.3;52.9;21.6;251
57633;Sarreinsming;303;80;88.4;5;8;9.5;6.7;0;54.2;24;13
57634;Saulny;309;89.5;95.7;3.2;14.8;14.1;13.8;0;53.7;20.4;12
57635;Schalbach;73;86.1;95.6;2.5;12.3;4;2.9;0;51.4;19.8;3
57636;Schmittviller;62;87;93.9;4.7;11.4;16;6.1;0;55.3;19.2;3
57637;Schneckenbusch;66;94.4;91.9;3.5;12.3;8.4;4;0;49.4;21.5;4
57638;Schœneck;521;77.5;87.8;6.2;7.6;6.2;4.8;2.6;58.7;21.1;14
57639;Schorbach;148;70.8;79.5;8.7;8.5;5.6;2.9;0;52.1;27.7;2
57640;Schwerdorff;89;81.5;91.6;3.1;11.8;4.7;4.4;0;57;18.9;2
57641;Schweyen;73;88.7;93.1;8.9;9.9;7.7;4.2;0;55.2;23.5;1
57642;Scy-Chazelles;590;82.1;88.8;3.8;13.7;13.4;15.8;13.9;54.2;22.1;41
57643;Secourt;31;95.2;94.7;2.7;15.4;12.8;8.1;0;52.2;15.4;1
57644;Seingbouse;413;80;92.2;4.3;10.6;8.2;3.3;0;53.6;23.7;28
57645;Semécourt;237;81.4;85.7;4.3;13;10.1;8.6;6.2;49.5;23.2;5
57647;Serémange-Erzange;947;74.8;85.7;4.2;9.5;6.4;3.4;12.5;49.6;22.7;34
57648;Servigny-lès-Raville;72;85.6;91.7;2.2;17;7.5;6.4;0;53.2;14.3;7
57649;Servigny-lès-Sainte-Barbe;88;89.8;92.8;4.3;11.6;13.3;13.3;1;55.8;18.4;6
57650;Sierck-les-Bains;274;75.9;87.1;5.8;12.3;7.7;9.1;0.1;56.3;15.4;12
57651;Siersthal;178;80.2;87.4;4.3;7.9;6.3;3;0;48.8;27.9;7
57652;Sillegny;91;87.7;94.2;4.8;16.7;7.7;7.4;0;57.8;15.6;7
57653;Silly-en-Saulnois;10;88.9;87.5;3.4;10.3;10.3;6.9;0;55.9;29.4;1
57654;Silly-sur-Nied;129;84.9;94;3.8;14.6;12.5;9.9;0;57.5;18.3;5
57655;Solgne;160;85;87.9;3.3;12.8;9.6;7.8;5.5;54.1;14.2;14
57656;Sorbey;52;88.2;93.8;2.6;13.8;10.5;7.5;0;56.5;13.5;3
57657;Sotzeling;3;100;80;5.6;33.3;11.1;0;0;52;12;0
57658;Soucht;257;81.6;91.2;5.2;8.4;6;1.7;0.2;54.6;24.7;8
57659;Spicheren;675;79.4;87.9;4.6;8.6;10.1;9.6;5.2;57.1;20.9;18
57660;Stiring-Wendel;2606;62.2;72.9;5;5.2;3.1;2.3;31.3;53.6;23.6;75
57661;Sturzelbronn;51;84;92.9;2.8;6.3;5.6;2.8;0;52.4;29.8;0
57662;Suisse;13;94.4;87.5;5.2;19.5;10.4;3.9;0;60;13.7;1
57663;Talange;1529;70.5;84.7;4.5;9.5;6.5;4.6;19;51.3;19.5;80
57664;Tarquimpol;15;50;100;6.5;10.9;2.2;6.5;0;52.5;24.6;0
57665;Tenteling;208;79;89.3;5.7;10.8;10.2;6.5;0;56.9;19.8;9
57666;Terville;1241;74.6;86.9;3.6;13.5;9.1;8.6;22.3;56;16.9;78
57667;Téterchen;137;82.6;90.6;4.5;15.7;5.7;2.8;0;54.8;17.7;3
57668;Teting-sur-Nied;245;76.9;87.6;2.9;12;7.3;3;2.5;54;19.4;12
57669;Théding;494;62.6;77.5;4;9.6;5.7;3.8;13.8;52.5;20.1;25
57670;Thicourt;28;76;73.9;4.9;12.6;7.8;2.9;0;55.3;21.2;3
57671;Thimonville;24;76.7;94.3;5.2;5.2;4.3;6.9;0;57.4;15.5;2
57672;Thionville;8498;75.7;82.5;4.2;11.2;10.8;14.7;20.1;53.8;20.5;499
57673;Thonville;8;71.4;100;2.9;8.6;14.3;5.7;0;51;15.7;0
57674;Tincry;26;83.3;92.9;4.1;12.3;13.1;6.6;0;51.4;15;1
57675;Torcheville;20;70.6;87;5;11.9;4;3;0;62.7;16.9;1
57676;Tragny;16;86.7;82.4;4.2;12.7;2.8;0;0;54.6;17.5;0
57677;Trémery;202;90;94.9;4.3;11.8;8.1;8.4;3;57.9;19.7;9
57678;Tressange;450;80.6;90.4;4.6;14.3;10.4;7.2;1.8;52.3;19.6;18
57679;Tritteling-Redlach;88;89.9;88.3;4.2;13.7;11.2;5;0;53;16.8;5
57680;Troisfontaines;257;84;92.1;5.9;9.9;6.7;4.6;0.2;54.9;20.5;11
57681;Tromborn;73;84.3;91.2;4.5;7.7;5.5;3.7;0;56.9;21.8;3
57682;Turquestein-Blancrupt;3;66.7;100;0;0;18.2;9.1;0;58.3;25;0
57683;Uckange;1262;65.4;80.9;5;9.9;7.3;4.1;25.5;48.2;18.2;71
57684;Vahl-Ebersing;95;76;88.2;4.5;12;8;3;0;56.7;18.6;5
57685;Vahl-lès-Bénestroff;15;65.5;90.9;10.7;10.7;8.7;4.9;0;53;9.9;3
57686;Vahl-lès-Faulquemont;59;81.4;87;5.4;11.9;9.7;4.3;0;48.6;23.9;0
57687;Vallerange;51;85.7;93;6;7.8;4.8;5.4;0;49.3;23.9;0
57689;Valmestroff;53;88.6;86.3;2.1;16.6;8.1;6.3;0;60.1;16;3
57690;Valmont;638;73.2;84.8;3.9;11.2;8.5;5.4;16.7;53.3;21.4;24
57691;Valmunster;21;87.5;94.1;4.4;10.3;10.3;14.7;0;55.8;24.4;1
57692;Vannecourt;15;100;100;3.4;16.9;13.6;8.5;0;58;20.3;0
57693;Vantoux;250;84.7;94.5;3.1;13.2;10.5;12.9;0;48.8;30.9;6
57694;Vany;80;93.8;95.7;4.7;16;14.7;18.8;0;52.2;17.7;5
57695;Varize-Vaudoncourt;90;88.5;94.5;3.7;13.6;9.3;13.8;0;53.6;17.8;10
57696;Varsberg;186;77.5;92.1;3.3;12;10.3;4.5;0;57.6;19.2;15
57697;Vasperviller;81;81.1;87;5.3;11.3;7.3;4.9;0;51;25.8;4
57698;Vatimont;67;83.9;85;5.1;11.1;4.3;3;0;50;21.3;4
57700;Vaudreching;112;73;90.2;6.1;7.5;8.5;2.9;0;51.9;22.5;3
57701;Vaux;200;79.9;91.8;3.8;15.2;15.2;19.6;0;51;24.5;10
57702;Vaxy;75;90.5;72.7;2.2;14.4;5.3;4.5;0;35.8;44.2;1
57703;Veckersviller;39;82.6;90.9;1.1;9;3.7;3.7;0;59;16.7;2
57704;Veckring;118;80.7;84.1;3.7;10.9;5.7;3.8;0.4;55.3;18.2;5
57705;Velving;43;78.6;82.1;4.8;7.9;4.8;3.6;0;58.8;20.6;1
57706;Vergaville;113;80.7;89.7;4.4;6.8;5.3;3.2;0;51.1;20.8;8
57707;Vernéville;109;86.2;91.9;3.6;13.7;10.7;7.7;0;55.7;16.3;9
57708;Verny;335;88.8;93.6;3.8;14.2;11.2;8.1;18.2;52.6;16.9;25
57709;Vescheim;32;81.4;88.4;2.8;10.5;8.2;4.6;0;55.2;10.2;3
57711;Vibersviller;83;81.8;92.5;6.3;10.4;6.9;1.9;0;51.5;20.8;3
57712;Vic-sur-Seille;343;81.7;87.4;4.1;11.4;7.8;4.2;4.5;45;25.8;5
57713;Vieux-Lixheim;28;90.4;96.2;2.1;16.3;6.8;1.6;0;58.9;11.3;1
57714;Haute-Vigneulles;80;72.3;89.3;3.7;10.8;5.5;4.6;0;52.9;18.1;5
57715;Vigny;63;89.3;90.5;5.6;15.8;6.3;4.2;0;55.1;16.4;9
57716;Vigy;257;92.6;93.7;3.1;15.3;14.3;12;1.6;53.6;15.4;16
57717;Viller;51;90.9;88.6;5.6;12.5;3.5;4.9;0;47.8;28;1
57718;Villers-Stoncourt;39;81.4;96;1.9;8.8;5.7;5.7;0;52.3;18;4
57719;Villers-sur-Nied;10;50;86.7;2;13.7;5.9;0;0;46.3;12.2;1
57720;Villing;77;74.7;91.8;7.2;7.5;10.2;5.7;0.9;64;15.3;2
57721;Vilsberg;97;97;93.8;6.7;11.5;6.4;3.3;0;46.6;28.1;2
57723;Virming;64;72.9;93.8;4.5;10.3;5.3;3.2;0;51.8;22;1
57724;Vitry-sur-Orne;491;73.5;85.2;3.3;12.5;7.4;4.7;11.4;54.8;16.3;22
57725;Vittersbourg;69;80.7;90.1;5.1;10.1;5.6;1.6;0;50.4;20.1;2
57726;Vittoncourt;51;86;98.7;2.5;13.3;9.3;9.7;0;56.6;13.2;5
57727;Viviers;22;76.9;96.2;3.2;13.8;6.4;6.4;0;56.2;17.4;1
57728;Voimhaut;31;91.2;95.7;5.1;15.3;11.3;4.5;0;54.7;12.2;3
57730;Volmerange-lès-Boulay;72;84.6;93.7;5.3;14.4;10.8;5.2;1.9;55.4;12.8;5
57731;Volmerange-les-Mines;371;84.5;90.8;3.2;11.9;11.5;14.7;7.9;57.6;16.1;18
57732;Volmunster;177;74.9;87.1;2.8;10.2;7.8;3;4.8;54.2;23.1;6
57733;Volstroff;281;90.3;94.1;3.9;15;11;8.2;0.4;55.2;13.7;18
57734;Voyer;81;81.6;94;7.6;7.6;7.5;2;0;54.9;17.6;4
57736;Vry;68;86.3;96.7;4.5;18.6;14;7.6;0;54.8;10.9;9
57737;Vulmont;5;60;85.7;7.4;3.7;11.1;3.7;0;65.6;15.6;0
57738;Waldhouse;74;80.7;90.6;7.3;6.7;4.3;5.3;0;56.6;19.2;0
57739;Waldweistroff;73;86;92.7;3.3;12;5.8;4.4;0;52.1;14.3;6
57740;Waldwisse;106;74.6;91.3;5.3;9.3;5.8;4.7;4;58.5;13;3
57741;Walschbronn;107;82.4;92;4.6;7.5;5.2;3.2;0;55.9;26.2;6
57742;Walscheid;475;85.1;89.9;4.7;9.5;5.3;2.6;0;47.4;31.7;14
57743;Waltembourg;21;83;96.1;3.8;17.6;8.2;4.9;0;61.3;8.6;2
57745;Wiesviller;221;84.2;90.6;2.9;11.8;8.4;4.3;1.5;55.6;24;11
57746;Willerwald;310;82.3;90.2;3.9;14;8.2;6.8;0;52.3;20.1;10
57747;Wintersbourg;39;94;96.1;1;11.3;13.7;4.7;0;54.5;14.7;0
57748;Wittring;162;80.9;89.9;3.5;9.5;7.4;2;0.3;54;21.5;6
57749;Vœlfling-lès-Bouzonville;36;89.7;94.1;14.9;4.5;8.2;1.5;0;62.2;23.1;1
57750;Wœlfling-lès-Sarreguemines;135;87.3;91.1;4.9;13;8.7;3.1;0;56.4;19;3
57751;Woippy;2156;57.3;67.9;5.6;8;5.7;5.1;50.6;52.7;14.8;197
57752;Woustviller;708;77.3;87.1;5.2;10.1;8.2;5.1;1.6;51.3;24.5;27
57753;Wuisse;18;100;100;2.1;20.8;8.3;4.2;0;44.1;30.5;0
57754;Xanrey;23;87.5;88.5;7.6;7.6;6.3;5.1;0;49.5;21.1;1
57755;Xocourt;9;78.3;81.8;3.1;15.4;15.4;6.2;0;55.6;9.1;1
57756;Xouaxange;43;80.7;87.9;5.8;9.1;6.7;3.4;10;58.9;13.7;4
57757;Yutz;3194;77.4;85.9;4.5;11.1;10;11.2;17.2;53.2;18.5;189
57759;Zarbeling;16;100;100;6;14;4;4;0;48.5;24.2;0
57760;Zetting;201;76.8;86.2;4;9.3;9.9;2.9;0.5;50.6;23.5;8
57761;Zilling;43;92.4;98.1;2.9;8.6;7.2;3.3;0;59.6;15.8;2
57762;Zimming;93;78.3;89.9;2.2;14.3;6.9;2.7;0;52.1;13.2;7
57763;Zommange;10;83.3;85.7;0;3.1;9.4;9.4;0;50;20.5;0
57764;Zoufftgen;119;88.1;93.1;3.6;14.6;12.7;19.4;1.3;58.7;9.5;9
57765;Diesen;261;76;86.5;3.3;11.8;6.7;2.1;0.4;51.4;24.7;6
57767;Stuckange;220;89.2;92.2;4.3;18.8;12.3;8.3;0;53.5;16.5;11
58001;Achun;65;84.2;75;0.8;13.5;7.5;6.8;0;41.5;40.9;0
58002;Alligny-Cosne;241;83.4;88.1;5.3;10.6;4.9;4.5;1.4;51;26.2;9
58003;Alligny-en-Morvan;207;83.1;82.1;8;7.7;7.2;5.4;0;47.9;34.4;10
58004;Alluy;116;79;86.3;7.8;9.7;4.3;5.5;4.1;47.3;30.9;2
58005;Amazy;69;78.6;78.4;7;6.4;2.7;3.2;0;47.8;31;0
58006;Anlezy;79;72.7;85;5.8;7.7;4.3;3.4;0;48.3;32.6;7
58007;Annay;72;83.3;89.3;6.6;7.8;4.7;2.7;0;50.9;20.9;7
58008;Anthien;34;78.6;84.4;7.1;1.6;3.9;4.7;0;52.7;20.1;1
58009;Arbourse;52;77.8;63.6;10.4;8.5;4.7;4.7;0;43.9;41.5;1
58010;Arleuf;236;83.1;83.3;7.8;5;4.5;3.2;0;43.2;36.3;6
58011;Armes;63;71.7;91.8;6.8;10.9;6.3;5.4;0;54.1;22.3;1
58012;Arquian;152;74.9;74.3;4.2;7.4;4.4;4.2;0;49.9;26.6;5
58013;Arthel;32;66.7;82.4;2.7;12.3;6.8;24.7;0;47.8;33.3;1
58014;Arzembouy;19;64.3;81.8;7.7;7.7;3.8;7.7;0;45.6;29.4;1
58015;Asnan;48;57.9;76.9;5.6;5.6;9.3;6.5;0;48.3;40;0
58016;Asnois;42;71.4;95.7;9.2;5;7.5;2.5;0;50.7;30.1;0
58017;Aunay-en-Bazois;85;86.2;78.3;7.4;8;5.4;2.5;0;49;38;1
58018;Authiou;22;80;100;0;0;12.5;12.5;0;30;50;1
58019;Avrée;30;69.2;92.9;6.9;5.6;6.9;2.8;0;46.4;35.7;0
58020;Avril-sur-Loire;55;84.6;97.7;4.7;16.8;7.9;3.7;0;54.9;22.4;3
58021;Azy-le-Vif;38;76.3;82.1;5.5;13.5;2.5;4.3;0;58.8;18.6;2
58023;Bazoches;53;81;92.6;4.1;7.5;6.8;6.2;0;48.9;30.9;2
58024;Bazolles;102;78.8;67.4;8.9;7.7;5.2;6;0;48.9;36.4;4
58025;Béard;33;75;92.6;4.7;8.7;7.9;3.9;0;54.3;20.4;1
58026;Beaulieu;56;64.7;73.9;5.7;10.7;6.6;5.7;1.3;43.3;39.7;1
58027;Beaumont-la-Ferrière;30;54.2;89.5;5.4;7.6;5.4;4.3;0;43.9;25.2;0
58028;Beaumont-Sardolles;32;86.4;82.1;8.7;7.8;9.7;10.7;0;56.8;27.1;3
58029;Beuvron;25;72.7;53.3;4.5;1.5;1.5;6.1;0;46.9;29.6;2
58030;Biches;93;73.1;84.8;6.3;8.8;3.8;2.5;0;48.6;32.9;5
58031;Billy-Chevannes;55;74.7;88;5.7;8.2;7.8;2.8;0;52.3;18.5;1
58032;Billy-sur-Oisy;96;77;89.3;5.4;8;3.3;3;0;51.6;27;4
58033;Bitry;87;83.8;87.3;3;9.8;6.3;7.2;1.1;52.5;28.8;4
58034;Blismes;50;80;80;4.9;8.3;5.6;6.9;0;49.2;26.8;1
58035;Bona;86;75.5;89.4;11.3;12.6;5.5;2.9;0;49.8;29;3
58036;Bouhy;167;78.1;89.3;5.5;10.6;5.5;3.7;0;47.2;36.1;5
58037;Brassy;208;80.6;84.3;7;8.4;9;6.8;0;45.3;35.2;9
58038;Breugnon;37;89.3;97.1;3.9;8.6;3.9;3.1;0;51.5;23.6;1
58039;Brèves;81;86;85.4;6.6;9.6;3;2.9;0;52.3;35.2;0
58040;Brinay;46;75;90;4.4;6.2;7.1;3.5;0;42.4;31.9;1
58041;Brinon-sur-Beuvron;60;81.5;97;7.2;2.6;4.6;7.2;0;47.5;36.2;1
58042;Bulcy;52;80;95.8;7;9.6;7;1.7;1.4;44.3;37.1;2
58043;Bussy-la-Pesle;24;71.4;66.7;6.7;6.7;6.7;0;0;35.2;44.4;0
58044;La Celle-sur-Loire;222;78.9;90.4;5.3;6.3;3.7;1.9;0;48.6;27.6;8
58045;La Celle-sur-Nièvre;54;76.9;79.2;6;11.2;10.4;3;0;46.2;34.2;1
58046;Cercy-la-Tour;637;72.1;82.4;6.5;6;3.3;4.4;9.7;44.1;37.5;13
58047;Cervon;197;80.6;81.1;7.2;8.7;7.2;5.5;0.3;47.1;30.9;3
58048;Cessy-les-Bois;49;71.4;69.2;5.2;8.2;13.4;7.2;0;42.1;43;0
58049;Chalaux;33;76.9;70;2.8;15.3;4.2;6.9;0;44.6;39.8;0
58050;Challement;21;66.7;83.3;2.4;2.4;7.3;2.4;0;41.3;45.7;0
58051;Challuy;341;87.1;88.6;4.6;10.6;5.6;4.3;1.9;47.4;22.4;12
58052;Champallement;14;75;85.7;6.1;10.2;10.2;26.5;0;56.4;29.1;1
58053;Champlemy;112;77.8;93.6;7;8.1;5.9;1.5;0.6;44.9;34.5;4
58054;Champlin;17;100;100;25;3.1;12.5;9.4;0;41;43.6;0
58055;Champvert;227;80.3;84.4;5.8;10.1;4.2;2.8;4.5;48;30.2;8
58056;Champvoux;60;78.6;88.2;4.1;14.2;6.8;9.1;2.3;53.6;20.6;0
58057;Chantenay-Saint-Imbert;264;79.4;85.6;5;7.6;4.9;3.6;2.8;50.1;23.8;12
58058;La Chapelle-Saint-André;95;75;81.2;5.3;9.2;6.5;1.2;0;48.1;31.9;4
58059;La Charité-sur-Loire;1667;67.6;65.1;5.8;8.3;5.8;5.5;15.5;43.3;35.7;43
58060;Charrin;185;72.4;87.6;4.9;8.5;3.7;3.3;0;46.9;30.1;4
58061;Chasnay;43;80;94.4;4.7;12.3;6.6;5.7;0;48.8;34.4;0
58062;Château-Chinon (Ville);622;60.8;68.9;5.8;5.3;5.5;3.1;19;38.7;32.2;16
58063;Château-Chinon (Campagne);206;89.9;81.7;9.2;8.9;8.4;3.6;0;46.2;37.6;3
58064;Châteauneuf-Val-de-Bargis;174;77.2;80.2;5;8.2;6.4;3.6;0;48.8;35.4;3
58065;Châtillon-en-Bazois;282;66.3;85.7;5.9;6.1;4.9;2.5;1.9;38.8;30.9;10
58066;Châtin;26;70;86.7;6.1;11;6.1;1.2;0;56.8;31.8;0
58067;Chaulgnes;280;88.4;91.5;5;13.5;6.8;4.8;0.2;54.4;18.6;18
58068;Chaumard;100;65.7;83.1;6.9;8.5;9.6;8.2;0;38.7;49;1
58069;Chaumot;48;82.6;90;7.9;9.4;2.2;2.2;0;49.1;29.4;2
58070;Chazeuil;27;66.7;75;7.1;10.7;10.7;8.9;0;42.6;45.9;0
58071;Chevannes-Changy;53;77.8;88.9;12.7;7.6;11;5.1;1.4;44.9;38.4;0
58072;Chevenon;113;81.7;95.1;4.2;11;7;4.6;3;57;18.1;6
58073;Chevroches;26;84;87.2;5;6;5;3;0;62.4;20.4;1
58074;Chiddes;104;87.7;80.7;5;7.4;9;7.5;0;47.4;30.4;4
58075;Chitry-les-Mines;73;86.1;89.7;5.7;15.3;6.8;6.8;0;48.6;33.7;2
58076;Chougny;20;77.8;100;1.4;6.8;10.8;6.8;0;53.1;24.7;1
58077;Ciez;110;82;81.2;9.3;8.5;3.3;1.6;0;48.5;29.5;3
58078;Cizely;19;85.7;80;11.6;7;0;0;0;38.9;35.2;3
58079;Clamecy;1113;59.7;68.8;6.5;5.8;4.9;4;29.4;43.7;31;27
58080;La Collancelle;52;73.9;79.3;2;11.6;2;2.7;0;48.6;30.9;2
58081;Colméry;122;71.8;82.4;2.4;7.7;5.6;4.9;0;42.6;45;3
58082;Corancy;97;79.4;82.4;10.3;8.2;7.4;3.7;0;48.8;34;7
58083;Corbigny;582;78.5;73.2;8.6;6.8;4.7;4.2;3.6;39;41.7;11
58084;Corvol-d'Embernard;34;75;90.5;3.8;10.6;10.6;11.5;0;50;36.2;0
58085;Corvol-l'Orgueilleux;193;70.4;76.7;6.2;8.1;5.5;3.4;2.7;51.1;26.4;3
58086;Cosne-Cours-sur-Loire;3387;71.4;78.9;6.4;8.2;5.8;5.3;12.1;43.4;36;92
58087;Cossaye;202;74.5;80.4;6.8;6.3;6.9;2.5;0;48.1;29.3;4
58088;Coulanges-lès-Nevers;1164;85.2;88.6;4.7;12.5;9.8;6.7;11.1;44.3;31.4;29
58089;Couloutre;89;89.4;79.6;8.6;6.3;4;1.7;0;42.8;46.6;1
58090;Courcelles;52;82.4;89.5;7.2;8.9;4.4;2.2;0;55.7;23.7;0
58092;Crux-la-Ville;168;72.7;85.9;6.3;11.5;9.5;3.9;0.5;39.5;42.4;4
58093;Cuncy-lès-Varzy;33;73.3;94.7;4.6;3.7;6.4;6.4;0;55.9;26;3
58094;Dampierre-sous-Bouhy;191;71.1;87.7;6.4;5.6;4.5;2.9;1.7;39.6;43;4
58095;Decize;1795;69;77.3;5.5;7.8;4.3;2.6;16;45.2;34.6;25
58096;Devay;108;75.3;95.6;2.1;10.9;5.1;3.5;0;51.7;21.8;4
58097;Diennes-Aubigny;19;82.4;100;6.7;17.3;8;5.3;2.3;54.3;20.7;1
58098;Dirol;39;90.9;69.2;7.2;7.2;5.2;3.1;0;50.9;35.8;0
58099;Dommartin;54;88;93.5;3.8;9.2;2.3;2.3;0;46;33.5;1
58101;Dompierre-sur-Nièvre;42;61.8;81.3;6.2;6.2;7.5;3.4;0;52.9;22;0
58102;Donzy;574;74;80.9;6.3;6.9;4.9;3.6;10.1;44.6;36.5;10
58103;Dornecy;137;77.1;78.7;7.1;7;3.1;4.4;0.4;48.5;29.2;3
58104;Dornes;335;83;88.1;6.3;9.8;7;4.1;0.3;49.7;22.8;10
58105;Druy-Parigny;71;85.1;88.8;2.1;12.5;6.5;3.4;0;51.7;23.2;0
58106;Dun-les-Places;135;95.2;92;7.3;5;6.3;6.4;1;44.9;38;5
58107;Dun-sur-Grandry;51;88.9;73.9;5.9;5.9;8.5;4.2;0;45.1;35.4;7
58108;Empury;40;58.3;80;13.9;11.1;20.8;8.3;0;38.6;47;2
58109;Entrains-sur-Nohain;272;74.1;88.1;7.3;7;1.9;2.4;7.3;46.1;36.9;2
58110;Epiry;68;76.7;82.4;4.4;6.2;5.6;5.2;0;45;28.4;0
58111;Fâchin;47;80;58.3;10.3;11.3;7.2;11.3;0;46.2;45.2;1
58112;La Fermeté;129;90.2;90.5;6.4;10.6;6.7;5.6;0;53.1;20.5;6
58113;Fertrève;44;91.7;88.9;9.8;4.9;8.5;4.9;0;41.3;45.7;3
58114;Fléty;31;76.9;100;5.2;11.7;3.9;2.6;0;48.4;34.4;0
58115;Fleury-sur-Loire;54;76.8;83.5;7.6;9.3;8.6;4;2.8;55.5;24;1
58116;Flez-Cuzy;42;80;82.6;7.9;6.9;4;3;0;40;32.3;1
58117;Fourchambault;1063;66.3;72.6;5.7;7.1;4.2;2.6;24.7;48;26.1;32
58118;Fours;225;81.6;78.5;8.4;4.7;2.5;2.9;10.6;47.9;35.2;2
58119;Frasnay-Reugny;15;93.3;92.9;1.7;12.1;10.3;5.2;0;54.4;19;0
58120;Gâcogne;90;65.7;69.1;3.4;8.4;3.9;6.8;0;49.5;41;0
58121;Garchizy;712;76.7;83;4.7;10.3;4.5;2.6;10.9;52.2;19;30
58122;Garchy;120;84.1;79.8;2.2;11.3;9;3.8;0;50.5;28.2;3
58123;Germenay;42;88.9;94.4;6.8;8.7;2.9;6.8;0;47.9;34.7;0
58124;Germigny-sur-Loire;119;90.7;92.9;6.9;14.3;6.2;4.1;0;55.9;15.5;9
58125;Gien-sur-Cure;39;71.4;46.7;1.2;1.2;9.4;4.7;0;45.4;42.3;0
58126;Gimouille;77;72.2;88.7;8.1;12.5;3.9;4.2;11.2;53.5;17.5;4
58127;Giry;71;80;78.2;3.7;8;10.5;4.9;0;44.2;37.7;1
58128;Glux-en-Glenne;28;81.3;75;2.8;12.5;9.7;22.2;0;54;31;3
58129;Gouloux;50;91.9;87.9;5.3;5.7;8.7;4.7;0;56.3;29.3;0
58130;Grenois;49;78.6;85.7;3.4;9.1;3.4;2.3;0;38.1;52.6;0
58131;Guérigny;620;80.6;88;6.4;7.6;6.5;3.7;14.8;48;24.5;15
58132;Guipy;71;86.8;85.8;6;10.3;6;2.2;0;47.1;31.4;0
58133;Héry;18;83.3;92.3;7.5;3.8;13.2;3.8;0;47.2;25;0
58134;Imphy;971;68.9;69;6.5;7.5;2.7;1.9;14.6;48;30.4;20
58135;Isenay;24;84.2;82.4;4.7;7;8.1;10.5;0;56.9;23.5;1
58136;Jailly;25;88.9;100;8.6;6.9;5.2;3.4;0;48.5;36.8;0
58137;Lamenay-sur-Loire;18;80;84.6;11.8;7.8;2;3.9;0;50;25.8;0
58138;Langeron;63;89.4;88.1;4.8;14.1;5.4;5.7;3.9;55.2;18;11
58139;Lanty;46;44.4;82.4;10.3;9.3;2.8;1.9;0;44.3;41;0
58140;Larochemillay;85;72.5;90;11;5.9;3;7.4;0;50.6;37;5
58141;Lavault-de-Frétoy;23;70;83.3;3.4;10.2;1.7;6.8;0;50;31.4;2
58142;Limanton;81;81.9;84.3;7.5;8.6;5;3;1.5;47.3;33.8;1
58143;Limon;26;88.6;89.7;4.3;11.3;7.8;6.1;0;59.3;18.6;1
58144;Livry;138;81.1;88.4;6.4;9.9;8.9;4.4;0;51.5;20.2;4
