Code;Libellé;Nb de pers. âgées de 65 ans ou + 2020;Taux d'emploi des femmes de 25-54 ans 2020;Taux d'emploi des hommes de 25-54 ans 2020;Part des pers., dont le diplôme le plus élevé est le bepc ou le brevet, dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+2 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+3  ou BAC+4 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2020;Part des locataires HLM dans les rés. principales 2020;Part des pers. âgées de 25 à 64 ans 2020;Part des pers. âgées de 65 ans ou + 2020;Créations d'entreprises (en nombre) 2022
57304;Haut-Clocher;66;93.4;89.5;5.4;14.4;6.9;5;0;55.9;18.6;2
57305;Havange;41;88.1;96;0.9;16.1;8.2;9.6;0;57.3;9.2;4
57306;Hayange;3049;71.9;82.2;4.3;9;6.1;4.4;13.6;52.1;19.1;141
57307;Hayes;33;83.3;96.2;4;13.6;11.9;6.2;0;53.4;13.3;0
57308;Hazembourg;27;81.8;80;2.8;10.4;6.6;6.6;0;51;18.1;1
57309;Heining-lès-Bouzonville;90;70.3;89.7;6.5;7.6;2.9;6;0;59.1;18.7;5
57310;Hellering-lès-Fénétrange;30;91.9;100;6.3;9.9;4.2;3.5;0;53.6;15.6;1
57311;Hellimer;112;86.1;84.3;3.8;10.2;6.3;3.4;0;54.6;21.6;3
57312;Helstroff;70;89.4;92.3;5;15.2;8.6;6.4;0;56.9;14.2;5
57313;Hémilly;31;84;100;3.1;18.6;11.3;5.2;0;46.1;22;1
57314;Héming;77;93.1;94;7.9;11.3;7.8;2.3;0;52.5;15.5;6
57315;Henridorff;129;85.4;96.2;3.3;13.4;7.3;7.6;0;52.2;18.1;4
57316;Henriville;217;84;86.4;4.1;11.6;5.6;4.1;0;48.3;28.9;9
57317;Hérange;20;100;94.7;2.3;11.5;9.2;8;0;60.6;18.3;5
57318;Hermelange;44;91.3;84.4;5.3;12.3;4.7;4.7;1.1;56.3;20.5;0
57319;Herny;78;82;88;1.4;16.1;6.9;5.1;0;56;14.9;7
57320;Hertzing;28;76.2;93.8;6.2;7.5;4.8;1.4;0;58.5;15.3;2
57321;Hesse;127;80.6;90.6;4.7;14;6;3.5;0;50.3;22.7;12
57322;Hestroff;76;84.7;95.7;3.7;9.9;9.6;6.8;2.6;55.5;16;4
57323;Hettange-Grande;1234;84;92.5;3.7;12.7;10.7;14.2;3.4;57.3;15.9;59
57324;Hilbesheim;109;83.1;94;4.3;9.8;6.2;3.6;0;56.8;17.7;3
57325;Hilsprich;174;75.1;82.7;6;8;3.9;2.4;0;54.3;21;2
57326;Hinckange;52;87.1;88.6;1.7;14.6;7.5;3.8;0;53.3;15.6;6
57328;Holacourt;18;87.5;85;1.5;16.9;18.5;1.5;0;50.6;20.2;1
57329;Holling;56;90.6;86.6;6.3;10.8;7;3.2;0;56.3;13;5
57330;Holving;271;82.8;89.1;5.3;11.1;6.3;3.7;0;55.6;21.2;9
57331;Hombourg-Budange;89;83.7;95.6;6.3;14.6;3.7;4.9;0;54.8;16.1;8
57332;Hombourg-Haut;1517;58;70.2;4.4;7;4.8;3;27.3;49.3;24.2;54
57333;Hommarting;167;86.9;88;5.7;10.9;7.1;5.1;0;53.3;20.2;9
57334;Hommert;79;82;98;6.7;12.4;10.9;2.8;0;56.6;24.9;3
57335;Honskirch;31;81.1;96.2;3;7.8;4.2;1.8;0;56.6;14;1
57336;L'Hôpital;1021;60.6;77.6;4.5;7.8;4;1.8;14.2;54;19.6;51
57337;Hoste;98;81.2;89.8;4.1;11.1;9.8;5.4;0;59.2;16.8;8
57338;Hottviller;145;82;88.5;3.6;11.9;7.4;2.1;0;52.9;28.2;5
57339;Hultehouse;91;91.1;93.7;4.5;9.7;8.1;6.6;0;54.5;24.7;3
57340;Hundling;256;76;83.5;4.6;12;8;4.8;0;56.2;18.9;14
57341;Hunting;127;82.7;93.5;3.9;13.8;8.9;5.6;0;55.1;18;1
57342;Ibigny;18;80;100;3.1;9.4;4.7;0;0;47.8;18.9;0
57343;Illange;455;83.9;89.7;3.9;14.7;8.5;5.4;1.8;53.2;25.1;12
57344;Imling;133;81.1;85.9;6.4;11.9;7.9;4.4;0;53.8;18;8
57345;Inglange;51;95.6;95.8;1.9;20.3;9.5;9.8;0;58.7;12.4;0
57346;Insming;124;70.8;92.9;5.5;9.9;7.9;3.7;0.4;51.3;20.9;7
57347;Insviller;53;85.2;100;3.7;14;5.1;4.4;0;48.5;30.4;1
57348;Ippling;150;83.9;89.7;3.1;9.6;10.2;5.5;0;57.2;18.8;4
57349;Jallaucourt;30;92.9;96.8;3.6;13.5;13.5;8.1;0;52.7;20.3;2
57350;Jouy-aux-Arches;378;86.6;91.3;3.9;12.8;8.6;10.5;0.6;51.1;26.5;21
57351;Jury;192;80.9;77.8;2.9;16.5;12.3;10.9;9.9;56.8;14.6;12
57352;Jussy;109;86.4;90.5;3.9;16.6;15.2;21.9;0;54.5;24.4;8
57353;Juvelize;29;63.6;85.7;6.2;9.4;4.7;6.2;0;45.8;40.3;0
57354;Juville;19;76.9;89.3;2.1;9.5;6.3;11.6;1.8;58.8;16;3
57355;Kalhausen;158;84.8;93.5;6.3;10.1;7.5;3.5;0.3;55.1;19.8;8
57356;Kanfen;188;91.6;93.5;3;16;12.9;18.1;0;56;15.6;9
57357;Kappelkinger;80;78.2;91.6;3.8;8.8;4.7;4.1;0;56.5;19.7;0
57358;Kédange-sur-Canner;222;85.1;93.5;4.1;12.6;8.4;5;0;51.9;20.6;11
57359;Kemplich;24;72.2;79.5;5.7;14.8;3.3;6.6;1.5;54.4;14.2;4
57360;Kerbach;275;80.5;94.7;4;11.8;10.6;8.5;0;52.7;22.8;7
57361;Kerling-lès-Sierck;103;87.9;92.1;5.7;13;7.3;7.3;0;54.6;16.8;3
57362;Kerprich-aux-Bois;26;91.5;94.6;6;14.6;7.3;1.3;1.1;63;14.1;2
57364;Kirsch-lès-Sierck;56;90.3;94.5;4.2;13.8;10.9;8.8;0;54.8;17.8;1
57365;Kirschnaumen;105;87.1;91;2.4;11.9;5.4;7.8;0;55.2;22.3;5
57366;Kirviller;16;93.1;87.5;4;14.1;7.1;3;0;58;11.6;3
57367;Klang;50;75.6;97.4;4.5;11.8;7.3;3.9;0;55;22.9;2
57368;Knutange;547;70.6;79.5;4.5;9;5.4;3.2;8.5;53;17.1;35
57370;Kœnigsmacker;360;80.4;92.6;4.5;12.9;6.8;6.5;0.4;55.5;15.8;15
57371;Haute-Kontz;76;83.8;90.4;4.7;14.4;6.7;5.8;0;57.4;13;4
57372;Kuntzig;225;87.6;93.1;3.4;16.5;13.7;9.8;1.9;54;16.6;6
57373;Lachambre;161;82.7;93.5;2.9;16.7;10.9;7.3;0.3;53.4;17.3;7
57374;Lafrimbolle;31;70;71.8;7.5;9.9;5.6;0.6;0;61.4;15.8;2
57375;Lagarde;70;96.3;95.5;1.3;9.9;7.3;6.6;0;43.7;38.1;0
57376;Lambach;117;77.5;92.3;4.6;9.2;3.9;2.9;0;53.7;23.7;7
57377;Landange;46;81.6;86.7;5.6;7.9;5.1;3.4;0;50;18.6;4
57379;Landroff;72;88.9;84.1;2.4;7.1;7.7;2.9;0;46.1;26.6;3
57380;Laneuveville-lès-Lorquin;25;73.7;95;4.7;16.3;5.8;0;0;54.9;23.5;1
57381;Laneuveville-en-Saulnois;21;81.7;89.5;5.2;16.1;8.9;4.2;0;56.6;7.3;1
57382;Langatte;95;87.3;95.2;4.6;12;10.5;3.2;0;55.5;16.4;7
57383;Languimberg;44;77.4;96.7;1.5;15.8;6.8;5.3;0;51.2;27.5;0
57384;Laning;96;79.4;88.9;3.5;11.2;8.5;3.9;0;56.1;15.4;4
57385;Laquenexy;227;87.8;92.1;4.4;19.4;12.3;10.1;1.2;53.2;18;14
57386;Laudrefang;46;75.8;82.3;5.7;13.7;8;3;0;62.5;13.2;5
57387;Laumesfeld;41;65.5;83;2.9;11;3.8;2.4;0;57.7;13.9;2
57388;Launstroff;46;86;97.7;5;11.7;10;12.2;0;52.7;17.8;0
57389;Lelling;85;85;94.3;3.1;12;5.9;5;0;53.2;18.2;9
57390;Lemberg;318;74.9;86.1;5.5;8;6.4;3.2;0.8;50.5;22.4;10
57391;Lemoncourt;18;100;92.3;8.2;16.3;10.2;4.1;0;54.2;28.8;1
57392;Lemud;67;85.5;94.3;6;15.5;8.2;2;0;53.4;12.4;12
57393;Lengelsheim;47;62.9;80;1.9;5.6;8.1;3.7;0;52.7;23.9;0
57394;Léning;50;74.2;89.9;3.8;13.5;6.8;1.7;0;52.8;14.4;1
57395;Lesse;43;86.1;100;1.3;11.3;6.7;4.7;0;48.5;21.1;5
57396;Lessy;221;88.7;96;5;12.9;16.4;21.5;1.5;49.3;30;16
57397;Ley;26;100;87.5;7.8;9.1;7.8;10.4;0;53.6;25.8;3
57398;Leyviller;91;80.8;90.6;5.2;12.8;5.5;4.2;0;56.1;18;3
57399;Lezey;16;94.4;96;5.7;18.6;5.7;1.4;0;54.9;17.6;1
57401;Lidrezing;15;57.1;55.6;3.2;9.7;1.6;1.6;0;43.5;17.6;0
57402;Liederschiedt;27;90.9;89.5;6.2;7.2;7.2;2.1;0;57.3;23.1;0
57403;Liéhon;24;95.2;82.1;7.4;12.6;9.5;4.2;0;54.5;18.7;0
57404;Lindre-Basse;54;87.9;79.9;3.6;11.1;5.8;4.5;0;53.7;25.7;2
57405;Lindre-Haute;16;70;75;2.4;21.4;7.1;0;0;52;30;0
57406;Liocourt;25;82.6;91.7;6.3;16.1;8.9;11.6;0;59.4;17.5;1
57407;Lixheim;100;80.2;86;1.4;10.4;4.6;3;0;51.9;17.1;2
57408;Lixing-lès-Rouhling;169;79.9;89.8;6.6;11.4;7.6;3.9;0;57.5;20;8
57409;Lixing-lès-Saint-Avold;150;77.3;88.8;2.8;13.2;6.5;4.1;0;52.8;22.4;5
57410;Lhor;30;73.1;89.7;3;14.9;5;1;0;51.1;21.2;2
57411;Lommerange;71;82.8;96.8;3.9;15;5.4;4.2;0;55.1;20.3;3
57412;Longeville-lès-Metz;840;82.6;85.1;4.2;14.2;13.3;16.4;8.5;54.5;21.4;72
57413;Longeville-lès-Saint-Avold;818;76.4;87.3;4.4;11.1;8.2;5;2.6;54;22.5;40
57414;Lorquin;288;76.4;73.4;4.6;10;5.1;4.1;0.7;54.9;25.1;8
57415;Lorry-lès-Metz;387;87.2;91.8;4.1;16.4;16.9;15.8;2.8;52.7;22.3;14
57416;Lorry-Mardigny;100;91.1;92.2;2.6;16.1;12.5;7.6;0;55.3;15;11
57417;Lostroff;13;93.3;83.3;1.8;10.7;1.8;0;0;57.7;18.3;1
57418;Loudrefing;66;77.9;83.4;4.8;10.8;4.4;1.2;0.7;51.5;20.4;0
57419;Loupershouse;203;75.5;84.1;4;13.7;7.7;3.6;1.1;53.8;22.6;8
57421;Loutzviller;32;77.8;86.5;7;7;2.3;7;0;64.2;20.5;0
57422;Louvigny;184;92.5;95.3;2.4;16.2;10.9;6.5;0.3;52.2;20.9;5
57423;Lubécourt;13;81.8;64.3;7.3;7.3;12.7;3.6;0;61.2;17.9;0
57424;Lucy;34;87;82.6;3.6;11.4;6.6;6.6;0;56.6;14.5;4
57425;Luppy;64;83.5;90.4;2.7;16.1;9.5;5.6;0;58.3;11.2;6
57426;Luttange;143;84.2;92.3;4.9;12.9;10.3;6.4;0;56.8;15.9;6
57427;Lutzelbourg;167;80.6;86.4;5.8;12.4;6;3.2;0.4;50.2;29.5;10
57428;Macheren;639;76.4;85.2;4.2;12.3;10.7;6.3;13.9;51.9;23;31
57430;Mainvillers;55;82.8;95.3;4.3;13.4;12.5;5.6;0;52;16.8;1
57431;Maizeroy;49;87.6;83.6;3.9;11.6;10.2;16.5;0;62.2;11.9;1
57433;Maizières-lès-Metz;2172;73;85.1;4.1;10.4;8.9;6.1;15.6;50.6;18.4;116
57434;Maizières-lès-Vic;96;77;79.7;5.4;9.3;6;0.5;5.8;53.1;19.9;4
57436;Malaucourt-sur-Seille;23;92.9;96;2;17.3;8.2;4.1;0;55.8;17.8;0
57437;Malling;106;86.9;94.4;2.7;14.3;11;11.8;0;53.9;16.3;5
57438;Malroy;95;87.2;86.8;3.9;13;13.9;12;0;52.9;27.2;2
57439;Manderen-Ritzing;100;82.7;94.5;5.6;13.2;8.4;6.7;0;57.1;16.6;7
57440;Manhoué;38;96.2;96.7;3.5;14;14.9;1.8;0;52.1;26.8;0
57441;Manom;486;87.3;90.7;3.4;16.4;11.5;10.1;5.3;58.7;16.5;25
57442;Many;30;80.8;93;1.6;15.9;7.2;4.2;0;63.2;12.5;0
57443;Marange-Silvange;1097;80.2;88;3.6;12.8;8.5;4.9;16.4;53.5;17;71
57444;Marange-Zondrange;61;79.2;90;3.6;18.8;6.9;4.3;0;55.3;17;3
57445;Marieulles;138;92.7;95.1;4.2;16.6;12.9;12.3;0;52.3;19.7;5
57446;Marimont-lès-Bénestroff;9;72.7;75;2.3;20.9;7;7;0;49.1;20.8;2
57447;Marly;2847;82.9;88.1;5.1;12.7;11.6;11.9;15;48.6;28.6;101
57448;Marsal;60;89.1;76;5.2;10.9;9.3;2.6;0;51.8;24.5;1
57449;Marsilly;80;89.5;91.6;4.1;20.5;12.5;14.1;0;54.9;13.4;3
57451;Marthille;45;83.9;87.9;2.9;9.6;5.1;1.5;0;52.1;26.9;2
57452;La Maxe;157;81.6;93.4;3.1;16.9;10.3;9.4;0.8;54.7;15.2;8
57453;Maxstadt;53;85.4;90.8;1.8;16.1;7.1;5.3;0;55.8;17.9;0
57454;Mécleuves;256;93.8;93.3;5.4;16.8;11.5;10.5;0;52.7;21.6;18
57455;Mégange;26;85.2;92.3;0;17.1;6;6.8;0;61.5;18.2;3
57456;Meisenthal;203;83.1;87.7;3.6;8.8;7.4;4.3;0.3;51.8;30.7;3
57457;Menskirch;19;78.1;88.2;3.4;16.4;6.9;3.4;0;65.7;13.6;3
57459;Merschweiller;31;81.4;96.6;5.6;15.7;12.9;9.6;0;56.5;10.9;2
57460;Merten;392;79.2;90.9;4.3;8.5;6.8;4.2;0.1;54.2;26.7;15
57461;Métairies-Saint-Quirin;53;83.3;91.1;3.6;13.3;8.9;3.6;0;59.4;19.2;3
57462;Metting;56;81.1;92.6;3.6;11.9;7.7;2.5;0;54.2;13.1;4
57463;Metz;20469;69.4;77.1;4.7;10.4;11.8;14.6;22.4;50.5;17;1968
57464;Metzeresche;163;86.6;95.6;3.1;13.2;9.1;6.6;1.6;50.7;16.7;7
57465;Metzervisse;324;86;94.2;3.1;14.5;11.9;8.5;1.4;53.9;14.3;23
57466;Metzing;120;80.2;84.4;2.9;14.9;7.6;3.5;0.4;57;18;7
57467;Mey;61;80;89.7;4;10.1;15;15.9;5.4;51;19.8;5
57468;Mittelbronn;118;84.3;94.3;3.5;10.9;7.3;4.4;0;54.7;17.6;7
57469;Mittersheim;155;69.9;94.3;5.3;8.6;8.6;2.9;0;51.2;26;6
57470;Molring;3;100;N/A - division par 0;0;0;0;40;0;20;80;0
57471;Momerstroff;46;81.2;96.5;3.2;12.5;7.9;9.7;0;52.9;15.5;5
57472;Moncheux;15;93.5;84;5;5;12.9;5.9;0;54.4;10.2;0
57473;Moncourt;15;72.7;100;4;8;2;4;0;47.6;23.8;0
57474;Mondelange;1080;76.4;87.5;4.3;9.9;8.5;7.9;10.5;53.1;18.9;51
57475;Mondorff;48;79.4;93.1;3.8;15.2;11.7;14.9;0;63.5;9.1;4
57476;Monneren;55;85.9;94.3;2.1;12.1;6.8;4.6;0;52.1;13.4;4
57477;Montbronn;430;80.7;88.3;4.2;8.1;5.6;2.4;0;51.7;26.9;17
57478;Montdidier;23;86.7;88.2;4.5;6;7.5;10.4;0;50.6;26.4;2
57479;Montenach;69;82.7;92.6;5;13.1;8;6.6;0;58.9;14.3;4
57480;Montigny-lès-Metz;4936;74.7;82.6;5.2;11.6;9.9;12;28.4;50.7;22.7;255
57481;Montois-la-Montagne;491;79.9;91;4.3;11.1;5.9;3.3;5;55.2;18;14
57482;Ogy-Montoy-Flanville;330;87.9;93.1;4.6;14.7;13.3;12.1;0.7;54.8;18.6;32
57483;Morhange;739;55.7;74.8;5.7;7;3.9;3;11.2;48.1;21.8;33
57484;Morsbach;567;77.1;87.6;4.3;9.6;6.6;4.4;9.6;52.1;21.2;19
57485;Morville-lès-Vic;22;83.3;83.3;7.1;9.4;5.9;2.4;0;50.4;17.9;1
57486;Morville-sur-Nied;21;68.2;96.2;3.4;12.4;5.6;4.5;0;57.3;17.9;0
57487;Moulins-lès-Metz;1226;78.1;85.1;4.3;12;10.8;9.4;16;49.5;24.4;61
57488;Moussey;151;78.5;84.8;3.8;9.9;3.4;2;13.3;50;27;3
57489;Mouterhouse;51;87.4;86.7;4.7;9.8;2.4;1.8;0;56.2;17.7;0
57490;Moyenvic;83;73.8;79.5;6.2;9.7;3.6;3.7;0.7;49.3;24.5;4
57491;Moyeuvre-Grande;1529;66.9;80.1;3.9;6.8;4.3;3;5.9;51.1;20.8;82
57492;Moyeuvre-Petite;107;83.1;91.2;5.4;6.2;3.1;2.5;0;51.5;23.9;5
57493;Mulcey;50;81.4;83.8;3.6;14.9;10.1;1.8;0;53.1;23.7;6
57494;Munster;50;65.8;89.9;3.8;8.7;4.4;4.3;0;52.4;21.2;0
57495;Narbéfontaine;19;87.5;88.9;6.7;10.1;10.1;1.1;0;56.8;16.9;0
57496;Nébing;79;71.4;77.9;7;8.2;3.1;1.2;0;50.8;23.6;0
57497;Nelling;47;71;94.5;5.6;8.2;6.1;3;0;52.9;18;2
57498;Neufchef;598;83.6;94;3.5;12.6;6.2;5.7;0.2;51.5;23.1;15
57499;Neufgrange;334;82.4;91.2;5.1;10.7;10.1;6.6;1.5;55.6;24.6;13
57500;Neufmoulins;8;100;80;5.9;14.7;8.8;2.9;0;55.8;18.6;0
57501;Neufvillage;3;80;85.7;5.4;16.2;0;0;0;64.6;8.3;0
57502;Neunkirchen-lès-Bouzonville;71;83.3;96.6;7.7;10;9.6;3.9;0;55.8;21.6;5
57504;Niderhoff;59;87;87.9;2.6;10.6;5.7;1.8;0.8;58.3;21.2;2
57505;Niderviller;336;89.1;94.8;6.2;12.8;9.4;4.6;0;49.4;28.2;11
57506;Niederstinzel;61;81.9;74.7;5;11.1;3.9;2.7;0;50.2;24.7;2
57507;Niedervisse;37;85.5;91.2;3.5;11.6;10.6;4.5;0;56.5;13.7;2
57508;Nilvange;1096;75.9;83;3.4;8.7;5.5;3.4;6.2;51.3;24.7;42
57509;Nitting;114;87.6;88.9;4.7;9.6;8.3;4.9;0;53.2;23.4;6
57510;Noisseville;275;88;95.9;3;15.1;10.9;9.4;0;50.7;24.8;10
57511;Norroy-le-Veneur;198;83.9;88.4;2.5;15.7;10.8;12.7;0;56;19.4;23
57512;Nouilly;94;89.8;96.1;2.2;15.7;15.7;15.2;0;54.4;13.2;4
57513;Nousseviller-lès-Bitche;29;92.9;87.5;3.3;6.5;9.8;6.5;0;59.3;18.7;3
57514;Nousseviller-Saint-Nabor;218;89.3;89.6;5;13.9;8.9;5.1;0;57.2;18.4;12
57515;Novéant-sur-Moselle;362;77;72.7;4.9;12;9.8;5.7;6.7;58.7;19.7;14
57516;Oberdorff;65;78.5;94.6;4.2;7.6;6.7;2.7;0;63;19;1
57517;Obergailbach;49;89.8;90.1;5.5;11.9;9.2;5;0;58.1;17.6;1
57518;Oberstinzel;54;83;91.2;5.9;10.8;2.2;2.6;0;55.7;16.6;1
57519;Obervisse;22;82.4;93.9;4.4;14;4.4;4.4;0;57.6;13.9;2
57520;Obreck;6;44.4;75;0;7.4;11.1;7.4;0;55.6;19.4;0
57521;Œting;463;77.4;89;4.6;10.2;10.8;11;0.4;57.9;17.1;24
57524;Ommeray;17;74.1;80;13;10.9;5.4;1.1;0;56.6;13.2;2
57525;Oriocourt;9;69.2;92.3;2.6;10.3;17.9;15.4;0;52.7;16.4;0
57526;Ormersviller;52;87.7;91.6;3;13.8;5.8;2.6;0;54.4;13.6;3
57527;Orny;43;92.9;94.6;3.7;13.3;13.3;9.4;0;55.7;12.1;4
57528;Oron;12;90;90;4.1;10.8;5.4;5.4;0;58.4;11.9;1
57529;Ottange;574;73.1;87.2;6.7;7.9;5.6;3.4;1.6;53;18.4;16
57530;Ottonville;71;82.5;96.6;4.5;11.6;6.7;4.4;0;57.1;16.1;4
57531;Oudrenne;119;83.4;93.6;3.8;10.3;6.4;4.1;0;57.7;16.1;2
57532;Pagny-lès-Goin;22;85.4;92;3;10.5;10.7;4.9;0;54.4;9.7;3
57533;Pange;213;87.9;93.1;2.7;17.5;17.2;11.4;0.6;49.1;24.3;10
57534;Peltre;441;85.5;87.4;3.9;12.9;14.3;12.2;9.3;47.4;24.1;15
57535;Petit-Réderching;318;83.6;90.1;4.2;10.1;6.7;3.1;0.3;54.3;22.3;13
57536;Petit-Tenquin;49;68.4;92.3;5.5;11.5;4.8;3;0;52.8;22.2;0
57537;Petite-Rosselle;1255;64.8;81.1;5.5;8.5;4.8;2.7;14.6;52.2;20.1;39
57538;Pettoncourt;58;85.3;93.7;5.5;13.3;6.6;6.4;0;49.5;19.7;2
57539;Pévange;14;100;75;2.7;8.1;5.4;2.7;0;47.8;30.4;0
57540;Phalsbourg;866;76;87;4.9;12.5;8.2;6.1;7;52.7;18.4;57
57541;Philippsbourg;122;81.8;94.1;3.3;9.7;4.8;4.6;0;55.4;20.3;5
57542;Piblange;106;78.8;94;5.2;15.7;7.8;3.8;0.6;53.7;10.9;8
57543;Pierrevillers;308;84.3;90.9;3;12.3;7.8;5.7;0;53.4;20.6;13
57544;Plaine-de-Walsch;99;85.4;88.8;8.3;14.1;8.4;4;0;57.2;16.2;6
57545;Plappeville;560;84.1;84.8;3.7;13.8;14.5;23.4;7.4;49.2;27.6;25
57546;Plesnois;150;86.5;92.1;2.7;16.4;16.6;15.8;0;55;18.7;9
57547;Pommérieux;97;93.8;96.1;2.7;18;12.5;14.9;0;55.6;13.7;7
57548;Pontoy;84;90.8;92.9;2.1;16.7;11.4;9;0;56.6;14.5;8
57549;Pontpierre;130;75.9;90.1;4.9;10.3;7.1;3.7;0.3;56.9;17.5;8
57550;Porcelette;523;82.6;90.3;4.6;12.7;9.1;5;0;56.2;21.2;20
57551;Postroff;44;87.2;97.4;4.6;10.5;8.6;4.6;0;52;21.2;2
57552;Pouilly;181;93.1;95.6;4.3;12.9;13.3;10.4;0;49.7;24.9;9
57553;Pournoy-la-Chétive;155;89.5;93.6;5.7;13.5;10.2;9.4;7.6;48.1;24.9;12
57554;Pournoy-la-Grasse;113;94.7;97.1;3.2;17.5;15;12.7;0;56.5;15.9;9
57555;Prévocourt;22;91.7;91.3;10.8;15.7;7.2;4.8;0;50.5;19.8;3
57556;Puttelange-aux-Lacs;770;66;78.9;5.2;7.9;6;3.7;4;51.8;25;32
57557;Puttelange-lès-Thionville;101;81.6;92.4;4.3;14.1;11;11.4;0.2;59.8;9.9;6
57558;Puttigny;19;85.7;93.8;6.9;12.1;6.9;3.4;0;49.4;24.7;1
57559;Puzieux;30;97.1;87.9;1.5;11.9;10.4;5.9;0;58.8;17.6;2
57560;Racrange;122;70.3;79.7;4.8;7.9;6.2;3.1;0;51.7;19.7;2
57561;Rahling;166;82.6;86.8;4.7;7.8;5.7;3.6;0;53.5;23;2
57562;Ranguevaux;244;83.5;87.7;3;11.7;9.6;5.9;0;47.8;28.2;12
57563;Raville;37;87.2;96.4;4.3;13.2;11.3;12.6;0;55.6;14.7;2
57564;Réchicourt-le-Château;151;70.6;81;7.6;6.3;2.2;1.3;2.7;49.5;26.8;2
57565;Rédange;180;76.9;88.1;3.9;9.9;7.5;7.6;0.2;56.4;18.1;5
57566;Réding;524;81.6;91;5.9;10.9;7.5;4.8;0;50.6;22.3;18
57567;Rémelfang;31;72.4;92.6;6.3;8.9;4.5;6.3;0;53.1;21.1;0
57568;Rémelfing;325;81.7;91.5;3.8;12.3;9.8;7.9;0;52.8;23.8;8
57569;Rémeling;57;83.3;91.7;2.6;7.7;8.2;3;2.3;51.9;17.8;1
57570;Rémering;96;87;97.4;7.9;12.5;7;4.6;0;52.9;23.1;0
57571;Rémering-lès-Puttelange;199;79.6;86.5;7.2;11.7;7.3;3.3;0;55.3;19.1;13
57572;Rémilly;441;81.1;91.1;6.1;13.1;8.2;5.8;2.7;53.4;22;29
57573;Réning;35;71.4;91.7;2.8;11.2;4.7;4.7;0;51.1;26.3;1
57574;Basse-Rentgen;58;86.6;96;2.1;17;14.9;18.6;0;59.8;11.1;5
57575;Retonfey;324;88;93.8;3.9;15.2;12.8;9;2.1;50.2;24.1;19
57576;Rettel;119;83.8;93.2;4.1;12.4;12.1;7.2;0;58;14.9;13
57577;Reyersviller;86;82.8;85.9;3.1;10.2;7.5;3.4;0;52.3;23.3;3
57578;Rezonville-Vionville;92;84.5;84;4.5;13.4;10.2;5.6;0;55.6;18.6;13
57579;Rhodes;25;74.1;96.6;6.5;15;9.3;10.3;0;61.7;19.5;2
57580;Riche;36;78.1;91.4;5.1;8;2.9;1.4;0;51.3;19.3;4
57581;Richeling;51;76.1;84.1;6.8;10.5;7.2;2.4;0;58.5;14.5;3
57582;Richemont;421;85.2;86.9;4.2;13.1;6.8;6.3;1;55.3;20.2;25
57583;Richeval;35;85;85.7;2.1;12.8;3.2;4.3;0;52.2;27;1
57584;Rimling;91;81.6;90.6;3.7;11.8;7.7;5.8;0.4;57.4;13.8;4
57586;Rochonvillers;21;67.5;91.5;7.7;12;4.9;4.2;0;58;11.2;1
57587;Rodalbe;44;79.2;83.9;8.4;10.6;3.9;5.9;0;52.5;17.8;2
57588;Rodemack;137;87.3;92.9;2.1;16.7;15;17.8;2.4;56.2;10.6;10
57589;Rohrbach-lès-Bitche;555;83.7;91.4;3.9;12.6;9.6;6.4;0.1;51.3;24.1;21
57590;Rolbing;70;83.3;88;10.2;7;1.4;5.1;0;54.8;27;1
57591;Rombas;2061;69;83;3.9;8.9;6.8;5.2;13.8;50.8;20.9;110
57592;Romelfing;91;86.5;88.1;5.2;11.5;8.2;2.6;0;52.4;26.5;2
57593;Roncourt;153;82.6;93.3;3;14.2;7.6;3.5;5.1;54.7;14.9;14
57594;Roppeviller;26;60;94.1;6.2;6.2;3.8;6.2;0;54.1;26.5;1
57595;Rorbach-lès-Dieuze;10;75;72.7;5.4;18.9;0;8.1;0;51;19.6;1
57596;Rosbruck;171;66.5;75.9;5;7.8;5.5;2.2;0;53.9;23.1;11
57597;Rosselange;526;59.6;75.4;3.8;7.2;5.7;3.4;11.1;55.5;20.5;18
57598;Rouhling;424;81;80.8;3.2;10.2;6.4;3.1;24.9;56.3;21.2;18
57599;Roupeldange;62;82.8;79.9;4.5;8.5;8.8;3.4;0;58.8;17.2;1
57600;Roussy-le-Village;196;88.6;95;3.5;14.4;11.3;17.3;0;56.7;13.6;11
57601;Rozérieulles;247;85.7;91.1;4.9;15.8;12.8;14.2;7.7;57.1;18.7;21
57602;Rurange-lès-Thionville;312;91.7;95.9;4.3;18.9;12;11.8;0.1;56.9;13;16
57603;Russange;247;80.3;89.7;5.3;12.4;10.7;10.8;0.7;56.4;19.5;7
57604;Rustroff;181;81.8;95;3.7;11.5;10.5;9.7;0;45.1;28.7;4
57605;Sailly-Achâtel;46;89.8;98.2;4.6;12.7;12.7;9.1;0;48.2;15.2;5
57606;Saint-Avold;3443;67.3;78.2;5.3;10.1;7.9;6.8;24.5;51.5;22.7;206
57607;Sainte-Barbe;123;90.9;92.8;3.8;13.1;13.2;9.2;0.3;59.7;16;8
57609;Saint-Epvre;69;84.6;92;7.6;9;16;4.2;0;38.7;39.9;0
